Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb
gndblwq,P,8/5/2018 2:30,0,0,,30.5,<0> ,38.15,<0> ,24.1,<0> ,86.3,<0> ,5.7,<0> ,0.89,<0> ,0.81,<3> ,7.8,<0> ,12,<0> 
gndblwq,P,8/5/2018 2:45,0,0,,30.3,<0> ,38.29,<0> ,24.2,<0> ,85.6,<0> ,5.6,<0> ,0.9,<0> ,0.82,<3> ,7.8,<0> ,11,<0> 
gndblwq,P,8/5/2018 3:00,0,0,,30.1,<0> ,38.22,<0> ,24.2,<0> ,84.3,<0> ,5.6,<0> ,0.9,<0> ,,<-1> [GCU],7.8,<0> ,10,<0> 
gndblwq,P,8/5/2018 3:15,0,0,,30.1,<0> ,38.31,<0> ,24.2,<0> ,79.3,<0> ,5.2,<0> ,0.9,<0> ,0.83,<3> ,7.8,<0> ,9,<0> 
gndblwq,P,8/5/2018 3:30,0,0,,30.1,<0> ,38.34,<0> ,24.2,<0> ,80.8,<0> ,5.3,<0> ,0.89,<0> ,0.81,<3> ,7.8,<0> ,11,<0> 
gndblwq,P,8/5/2018 3:45,0,0,,30.2,<0> ,38.43,<0> ,24.3,<0> ,82.5,<0> ,5.5,<0> ,0.88,<0> ,0.8,<3> ,7.9,<0> ,9,<0> 
gndblwq,P,8/5/2018 4:00,0,0,,30.3,<0> ,37.33,<0> ,23.5,<0> ,82.2,<0> ,5.4,<0> ,0.87,<0> ,,<-1> [GCU],7.8,<0> ,7,<0> 
gndblwq,P,8/5/2018 4:15,0,0,,30.4,<0> ,37.72,<0> ,23.8,<0> ,80.9,<0> ,5.3,<0> ,0.86,<0> ,0.78,<3> ,7.8,<0> ,8,<0> 
gndblwq,P,8/5/2018 4:30,0,0,,30.3,<0> ,38.19,<0> ,24.1,<0> ,81.2,<0> ,5.4,<0> ,0.85,<0> ,0.77,<3> ,7.8,<0> ,9,<0> 
gndblwq,P,8/5/2018 4:45,0,0,,30.2,<0> ,38.3,<0> ,24.2,<0> ,78.7,<0> ,5.2,<0> ,0.84,<0> ,0.76,<3> ,7.8,<0> ,12,<0> 
gndblwq,P,8/5/2018 5:00,0,0,,30.3,<0> ,38.24,<0> ,24.2,<0> ,79.9,<0> ,5.3,<0> ,0.83,<0> ,,<-1> [GCU],7.8,<0> ,11,<0> 
gndblwq,P,8/5/2018 5:15,0,0,,30.2,<0> ,38.24,<0> ,24.2,<0> ,79.2,<0> ,5.2,<0> ,0.83,<0> ,0.75,<3> ,7.8,<0> ,12,<0> 
gndblwq,P,8/5/2018 5:30,0,0,,30.2,<0> ,38.21,<0> ,24.1,<0> ,76.8,<0> ,5.1,<0> ,0.82,<0> ,0.74,<3> ,7.8,<0> ,12,<0> 
gndblwq,P,8/5/2018 5:45,0,0,,30.2,<0> ,38.16,<0> ,24.1,<0> ,77.4,<0> ,5.1,<0> ,0.81,<0> ,0.73,<3> ,7.8,<0> ,11,<0> 
gndblwq,P,8/5/2018 6:00,0,0,,29.8,<0> ,37.23,<0> ,23.5,<0> ,75.2,<0> ,5,<0> ,0.81,<0> ,,<-1> [GCU],7.7,<0> ,8,<0> 
